ticker,52WeekChange_imputed,Avg Volume_imputed,Beta_imputed,Cash/sh_imputed,Current Ratio_imputed,Debt/Eq_imputed,EPS next 5Y_imputed,EPS next Q_imputed,EPS next Y_imputed,Employees_imputed,Forward P/E_imputed,Insider Own_imputed,Insider Trans_imputed,LT Debt/Eq_imputed,Market Cap_imputed,P/E_imputed,P/FCF_imputed,Perf Half Y_imputed,Perf Month_imputed,Perf Quarter_imputed,Quick Ratio_imputed,Recom_imputed,Sales Q/Q_imputed,SandP52WeekChange_imputed,Short Ratio_imputed,ask_imputed,dayHigh_imputed,enterpriseToEbitda_imputed,fiftyDayAverage_imputed,fiftyTwoWeekLow_imputed,forwardPE_imputed,open_imputed,pegRatio_imputed,previousClose_imputed,priceToSalesTrailing12Months_imputed,regularMarketDayHigh_imputed,regularMarketDayLow_imputed,regularMarketOpen_imputed,regularMarketPreviousClose_imputed,regularMarketPrice_imputed,shortRatio_imputed,twoHundredDayAverage_imputed
STSA,0.38106513,1360000000.0,1.59,5.41,15.1,0.04,0.2,-0.7,-0.092,20.0,12.33,0.001,-0.47850000000000004,0.02,27970000000.0,3.64,0.22,-0.7231000000000001,1.7558,1.3784999999999998,15.1,2.8,0.0,0.1103282,0.29,4.73,0.75,-7.323,0.7605343,4.55,-6.897059,0.55,0.01,4.08,0.06942094,0.75,2.66,0.55,4.08,0.55,3.6,12.840109
SVRA,0.5463917,1190000000.0,1.08,1.86,15.9,0.3,0.2,-0.18,0.0,42.0,12.33,0.001,0.0,0.0,27970000000.0,102.44,0.22,1.3781,-0.38659999999999994,1.3784999999999998,15.9,2.2,0.0,0.11079204,0.03,2.25,0.75,-4.081,0.7605343,0.25,17.275,1.28,0.01,1.92,0.06942094,0.75,1.07,1.28,1.92,1.28,0.07,12.840109
TVTY,0.5463917,1550000000.0,1.59,0.07,1.0,0.0,0.022000000000000002,0.37,0.0,2.0,9.95,0.036000000000000004,0.0,0.0,27970000000.0,102.44,5.4,1.3781,-0.1734,1.3784999999999998,0.8,2.7,0.0,0.1103282,0.04,14.49,0.75,-4.081,0.7605343,1.92,17.275,1.81,5.28,16.14,0.06942094,0.75,2.66,1.81,16.14,0.55,0.04,12.840109
VVPR,7.536764,2460000000.0,4.95,0.24,1.0,1.46,0.2,-0.1,0.0,204.0,12.33,0.8128,0.0,1.39,102840000000.0,102.44,0.22,9.3957,3.7415,6.4769000000000005,1.3,2.0,0.625,0.1103282,0.04,9.82,13.75,29.996,3.6542,0.59,17.275,7.99,0.01,7.06,1.7646052,13.75,7.53,7.99,7.06,7.99,0.06,1.8604785
WKEY,0.5463917,1550000000.0,1.59,0.0,1.0,0.0,0.2,0.15,-0.536,880.0,12.33,0.001,0.0,0.0,88320000000.0,3.64,0.22,1.3781,1.7558,1.3784999999999998,0.1,2.0,-0.115,0.1103282,0.09,6.44,0.55,-4.081,1.0017142,0.25,17.275,1.81,-0.04,4.08,0.06942094,0.55,2.66,1.81,4.08,1.81,0.06,12.840109
ASTC,0.5463917,1190000000.0,1.59,0.42,1.1,0.0,0.2,-0.08,0.0,2.0,12.33,0.001,0.0,0.67,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,0.9,2.0,1.0,0.11441445,0.99,1.68,1.82,-4.081,0.7605343,0.25,17.275,1.81,0.01,2.27,25.959436,1.82,2.66,1.81,2.27,0.55,0.53,12.840109
HJLI,0.5463917,1190000000.0,1.11,0.04,0.6,0.0,0.2,-0.05,0.0,12.0,12.33,0.095,0.0,0.0,27970000000.0,3.64,0.22,1.3781,0.44880000000000003,1.3784999999999998,0.6,2.0,0.0,0.11441445,0.15,0.5088,0.55,-4.081,0.7605343,0.25,-0.8545454,0.55,-0.04,4.08,0.06942094,0.55,2.66,0.55,4.08,0.55,0.07,0.39062318
RUHN,0.5463917,1550000000.0,1.59,0.0,4.1,0.01,0.2,0.01,0.0,7.0,13.89,0.001,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,-0.2324,3.7,2.0,0.0,0.11441445,0.01,2.25,2.97,-4.081,0.7605343,1.5,17.275,2.93,0.01,2.27,0.06942094,2.97,2.42,2.93,2.27,2.93,0.54,12.840109
TLGT,0.5463917,1550000000.0,1.65,1.13,2.3,0.0,0.15,-1.48,0.239,252.0,12.33,0.0102,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,0.9,3.0,-0.257,0.11441445,1.76,0.85,1.3,-4.081,0.7605343,1.04,-0.16462302,1.28,-0.01,1.08,0.08065094,1.3,1.2,1.28,1.08,1.28,1.36,12.840109
AEYE,0.5463917,1060000000.0,1.59,0.0,0.8,0.0,0.2,-0.31,0.0,84.0,15.7,0.001,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,0.8,1.5,0.0,0.12570786,0.01,12.8,0.75,-4.081,0.7605343,0.25,-66.52632,1.81,-0.04,4.08,0.06942094,0.75,2.66,1.81,4.08,1.81,0.74,12.840109
CAPR,0.5463917,1190000000.0,1.84,1.73,19.1,0.12,0.2,-0.37,0.363,16.0,12.33,0.002,0.0,0.11,90750000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,19.1,2.0,0.0,0.12570786,0.01,4.73,0.75,-4.081,0.7605343,0.88,17.275,1.81,0.01,4.08,0.06942094,0.75,2.66,1.81,4.08,0.55,0.17,12.840109
CENX,0.5463917,1150000000.0,2.26,2.0,2.1,0.58,0.2,-0.63,0.9390000000000001,2079.0,149.8,0.013999999999999999,-0.2645,0.47,27970000000.0,102.44,10.05,1.3781,-0.1527,1.3784999999999998,1.0,3.0,-0.15,0.12570786,2.74,0.5088,11.08,47.273,0.7605343,2.91,-159.79999,0.55,-0.16,2.27,0.06942094,11.08,3.5,0.55,2.27,0.55,1.96,6.4681883
FRAN,-0.7137681,1690000000.0,2.51,6.43,0.6,0.85,0.1,-0.1,0.0,1159.0,12.33,0.008,0.0,0.0,12430000000.0,102.44,0.22,0.4451,-0.26539999999999997,-0.060700000000000004,0.4,3.0,-0.49700000000000005,0.12570786,0.96,3.54,3.7787,-32.07,5.5065713,1.7,-15.78,3.68,0.01,3.945,0.02973206,3.7787,3.52,3.68,3.945,3.68,2.44,3.987971
MAXN,0.5463917,1190000000.0,1.59,1.35,1.2,0.15,0.2,-0.1,0.0,8.0,12.33,0.001,0.0,0.0,474850000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,0.7,3.0,0.0,0.12570786,0.01,0.5088,1.65,-4.081,0.7605343,0.25,17.275,1.81,0.01,4.08,0.06942094,0.75,2.66,1.81,1.92,1.81,0.04,12.840109
MGEN,0.5463917,1190000000.0,2.29,0.0,4.8,0.42,0.2,-0.13,0.073,45.0,12.33,0.006,0.0,0.25,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,4.8,1.5,0.0,0.12570786,0.83,0.5088,0.9,-4.081,0.7605343,0.25,17.275,0.88,-0.04,2.27,0.06942094,0.9,0.76,0.88,2.27,0.88,1.59,12.840109
VXRT,0.5463917,1550000000.0,-0.04,0.41,4.0,0.0,0.2,-0.09,0.14300000000000002,28.0,12.33,0.005,-0.9894,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.2539,4.0,2.0,0.0,0.12570786,0.01,7.1,0.75,-4.081,0.7605343,0.25,17.275,1.81,-0.04,2.27,0.06942094,0.75,2.66,1.81,2.27,0.55,0.93,5.3651447
AXL,-0.04207921,1550000000.0,2.89,8.16,1.6,21.08,-0.0464,0.07,1.281,20000.0,16.51,0.008,0.0,18.15,868580000000.0,102.44,1.14,1.0156,-0.0264,-0.0026,1.3,2.3,-0.8490000000000001,0.13119566,3.18,0.5088,7.7,6.823,7.566571,2.5,17.275,7.68,1.14,7.74,0.15874916,7.7,6.6,7.68,7.74,7.68,3.69,6.206232
CIDM,-0.13684213,3680000000.0,1.84,0.14,0.5,0.0,0.1,-0.08,0.645,70.0,12.33,0.08,-0.7364,0.0,71820000000.0,102.44,0.22,1.1474,-0.4171,-0.6357,0.5,2.0,-0.38799999999999996,0.13119566,1.04,0.6627,0.75,29.958,1.1245714,0.25,-6.050909,0.7355,-0.26,0.816,2.1225069,0.75,0.656,0.7355,0.816,0.7355,0.2,1.1021014
FRAN,-0.7137681,1710000000.0,2.51,6.43,0.6,0.85,0.1,-0.1,0.0,1159.0,12.33,0.008,0.0,0.0,12430000000.0,102.44,0.22,0.4451,-0.26539999999999997,-0.060700000000000004,0.4,3.0,-0.49700000000000005,0.13119566,0.96,3.54,3.7787,-32.07,5.4862857,1.7,-15.78,3.68,0.01,3.945,0.02973206,3.7787,3.5,3.68,3.945,3.68,2.44,3.987971
HHT,-0.7007576,4040000000.0,1.59,0.0,0.3,0.0,0.2,-0.06,-0.536,233.0,12.33,0.5776,0.0,0.0,29170000000.0,3.64,0.22,-0.25079999999999997,-0.12119999999999999,0.0137,0.2,3.0,-0.19899999999999998,0.13119566,0.24,0.5088,0.55,-2.722,1.0017142,0.31,17.275,0.4519,-0.04,0.79,0.06942094,0.55,0.4499,0.4519,0.79,0.4519,0.4,0.7889855
JILL,-0.66256416,3600000000.0,1.6,0.69,0.3,0.0,0.2,-0.06,0.532,1400.0,12.33,0.027000000000000003,0.1258,0.0,32710000000.0,3.64,0.22,0.1411,0.3094,-0.2324,0.2,3.0,-0.488,0.13119566,0.63,0.5893,0.6297,-29.89,0.52537143,0.31,-1.1251923,0.62,0.01,0.6581,0.06942094,0.6297,0.579,0.62,0.6581,0.62,4.93,0.5728261
JNCE,2.1924198,1120000000.0,1.68,3.61,8.0,0.0,0.2,-0.78,-0.153,130.0,15.7,0.006,-0.06570000000000001,0.0,356640000000.0,15.6,0.22,2.102,1.3397,0.8497,8.0,2.3,0.0,0.13119566,1.1,2.25,10.91,7.68,5.726857,2.79,17.275,10.79,0.01,10.95,0.06942094,10.91,9.18,10.79,10.95,10.79,13.51,5.3302174
AXL,-0.04207921,1550000000.0,2.89,8.16,1.6,21.08,-0.0464,0.07,1.281,20000.0,16.51,0.008,0.0,18.15,868580000000.0,102.44,1.14,1.0156,-0.0264,-0.0026,1.3,2.3,-0.8490000000000001,0.13119566,3.18,0.5088,7.7,6.823,7.566571,2.5,17.275,7.68,1.14,7.74,0.15874916,7.7,6.6,7.68,7.74,7.68,3.69,6.206232
CIDM,-0.13684213,3680000000.0,1.84,0.14,0.5,0.0,0.1,-0.08,0.645,70.0,12.33,0.08,-0.7364,0.0,71820000000.0,3.64,0.22,1.1474,-0.4171,-0.6357,0.5,2.0,-0.38799999999999996,0.13119566,1.04,0.6627,0.75,29.958,1.1245714,0.25,-6.050909,0.7355,-0.26,0.816,2.1225069,0.75,0.656,0.7355,0.816,0.7355,0.2,1.1021014
FRAN,-0.7137681,1710000000.0,2.51,6.43,0.6,0.85,0.1,-0.1,0.0,1159.0,12.33,0.008,0.0,0.0,12430000000.0,102.44,0.22,0.4451,-0.26539999999999997,-0.060700000000000004,0.4,3.0,-0.49700000000000005,0.13119566,0.96,3.54,3.7787,-32.07,5.4862857,1.7,-15.78,3.68,0.01,3.945,0.02973206,3.7787,3.5,3.68,3.945,3.68,2.44,3.987971
HHT,-0.7007576,4040000000.0,1.59,0.02,0.3,0.0,0.2,-0.06,-0.536,233.0,12.33,0.5776,0.0,0.0,29170000000.0,3.64,0.22,-0.25079999999999997,-0.12119999999999999,0.0137,0.2,3.0,-0.19899999999999998,0.13119566,0.24,0.5088,0.55,-2.722,1.0017142,0.31,17.275,0.4519,-0.04,0.79,0.06942094,0.55,0.4499,0.4519,0.79,0.4519,0.4,0.7889855
JILL,-0.66256416,3600000000.0,1.6,0.69,0.3,0.0,0.2,-0.06,0.532,1400.0,12.33,0.027000000000000003,0.1258,0.0,32710000000.0,3.64,0.22,0.1411,0.3094,-0.2324,0.2,3.0,-0.488,0.13119566,0.63,0.5893,0.6297,-29.89,0.52537143,0.31,-1.1251923,0.62,0.01,0.6581,0.06942094,0.6297,0.579,0.62,0.6581,0.62,4.93,0.5728261
JNCE,2.1924198,1120000000.0,1.68,3.61,8.0,0.0,0.2,-0.78,-0.153,130.0,15.7,0.006,-0.06570000000000001,0.0,356640000000.0,15.6,0.22,2.102,1.3397,0.8497,8.0,2.3,0.0,0.13119566,1.1,2.25,10.91,7.68,5.726857,2.79,17.275,10.79,0.01,10.95,0.06942094,10.91,9.18,10.79,10.95,10.79,13.51,5.3302174
SUPV,0.5463917,1550000000.0,1.59,0.0,1.2,0.36,-0.07,0.15,0.0,230.0,3.19,0.001,0.0,0.36,356400000000.0,3.66,0.22,1.3781,1.7558,0.0,1.2,3.7,0.0,0.13119566,0.03,2.25,0.55,-4.081,0.7605343,0.25,17.275,2.4,-0.47,4.08,0.06942094,0.55,3.5,2.4,4.08,2.4,0.73,12.840109
AXL,-0.04207921,1550000000.0,2.89,8.16,1.6,21.08,-0.0464,0.07,1.281,20000.0,16.51,0.008,0.0,18.15,868580000000.0,102.44,1.14,1.0156,-0.0264,-0.0026,1.3,2.3,-0.8490000000000001,0.13119566,3.18,0.5088,7.7,6.823,7.566571,2.5,17.275,7.68,1.14,7.74,0.15874916,7.7,6.6,7.68,7.74,7.68,3.69,6.206232
CIDM,-0.13684213,3680000000.0,1.84,0.14,0.5,0.0,0.1,-0.08,0.645,70.0,12.33,0.08,-0.7364,0.0,71820000000.0,3.64,0.22,1.1474,-0.4171,-0.6357,0.5,2.0,-0.38799999999999996,0.13119566,1.04,0.6627,0.75,29.958,1.1245714,0.25,-6.050909,0.7355,-0.26,0.816,2.1225069,0.75,0.656,0.7355,0.816,0.7355,0.2,1.1021014
HHT,-0.7007576,4040000000.0,1.59,0.02,0.3,0.0,0.2,-0.06,-0.536,233.0,12.33,0.5776,0.0,0.0,29170000000.0,3.64,0.22,-0.25079999999999997,-0.12119999999999999,0.0137,0.2,3.0,-0.19899999999999998,0.13119566,0.24,0.5088,0.55,-2.722,1.0017142,0.31,17.275,0.4519,-0.04,0.79,0.06942094,0.55,0.4499,0.4519,0.79,0.4519,0.4,0.7889855
JE,-0.9955249,2280000000.0,1.59,0.0,0.1,0.0,0.2,0.15,-0.536,880.0,12.33,0.42979999999999996,0.0,0.0,36470000000.0,3.64,0.22,-0.6651,1.7558,1.3784999999999998,0.1,1.7,-0.115,0.13119566,0.11,3.14,0.75,-4.081,0.7605343,0.215,0.41096154,0.251,0.01,4.08,0.06942094,0.75,2.66,0.251,4.08,0.251,0.48,12.840109
JILL,-0.66256416,3600000000.0,1.6,0.69,0.3,0.0,0.2,-0.06,0.532,1400.0,12.33,0.027000000000000003,0.1258,0.0,32710000000.0,3.64,0.22,0.1411,0.3094,-0.2324,0.2,3.0,-0.488,0.13119566,0.63,0.5893,0.6297,-29.89,0.52537143,0.31,-1.1251923,0.62,0.01,0.6581,0.06942094,0.6297,0.579,0.62,0.6581,0.62,4.93,0.5728261
JNCE,2.1924198,1120000000.0,1.68,3.61,8.0,0.0,0.2,-0.78,-0.153,130.0,15.7,0.006,-0.06570000000000001,0.0,356640000000.0,15.6,0.22,2.102,1.3397,0.8497,8.0,2.3,0.0,0.13119566,1.1,2.25,10.91,7.68,5.726857,2.79,17.275,10.79,0.01,10.95,0.06942094,10.91,9.18,10.79,10.95,10.79,13.51,5.3302174
NVUS,0.5463917,3480000000.0,1.59,0.43,8.9,0.0,0.2,-0.1,0.633,7.0,12.33,0.045899999999999996,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,8.9,2.3,0.0,0.13119566,0.57,0.5088,1.03,0.105,0.7605343,0.25,17.275,0.93,0.01,1.11,0.06942094,1.03,0.9051,0.93,1.11,0.93,0.82,12.840109
CKPT,0.5463917,1040000000.0,1.81,0.3,2.9,0.0,0.2,-0.08,0.0,8.0,12.33,0.02,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.0483,2.9,1.7,0.0,0.12594831,0.03,0.5088,0.75,-4.081,0.7605343,0.35,17.275,1.81,0.01,4.08,0.06942094,0.75,3.31,1.81,4.08,0.55,0.17,12.840109
FRTA,0.5463917,1550000000.0,2.51,0.19,2.3,0.0,0.2,0.48,0.0,2.0,12.08,0.006999999999999999,0.0,8.91,818890000000.0,34.46,4.92,1.3781,-0.0088,1.3784999999999998,1.3,2.3,0.0,0.12594831,0.01,12.7,0.75,11.039,0.7605343,0.25,17.275,1.81,0.01,2.27,0.06942094,0.75,2.66,1.81,2.27,0.55,2.79,12.840109
GNW,0.5463917,6040000000.0,1.23,0.07,1.2,0.19,0.05,0.04,0.0,3100.0,11.55,0.008,0.0,0.19,1960000000.0,9.88,0.73,1.3781,1.7558,1.3784999999999998,1.2,3.0,0.0,0.12594831,0.01,0.5088,0.55,-4.081,0.7605343,1.5,17.275,2.4,-1.64,4.08,0.06942094,0.55,2.66,2.4,4.08,0.55,0.08,12.840109
JE,-0.9955249,2280000000.0,1.59,0.0,0.1,0.0,0.2,0.15,-0.536,880.0,12.33,0.42979999999999996,0.0,0.0,1070000000.0000001,3.64,0.22,-0.6651,1.7558,1.3784999999999998,0.1,1.7,-0.115,0.11079204,0.11,3.14,0.75,-4.081,0.7605343,0.21,0.41096154,0.251,0.01,4.08,0.06942094,0.75,2.66,0.251,4.08,0.251,0.48,12.840109
MCS,0.5463917,1550000000.0,1.53,0.02,0.8,0.65,0.15,-0.08,0.0,2.0,149.8,0.031,0.0,0.48,27970000000.0,102.44,0.22,1.3781,1.7558,-0.0495,0.8,1.7,0.0,0.12594831,0.01,0.5088,0.75,-4.081,0.7605343,0.25,17.275,0.55,-0.32,2.27,0.06942094,0.75,3.5,0.55,2.27,0.55,0.08,14.18
NCNA,0.5463917,3680000000.0,1.11,0.0,9.0,0.01,0.2,-0.25,0.0,31.0,12.33,0.001,0.0,0.0,27970000000.0,102.44,9.02,1.3781,0.0053,1.3784999999999998,9.0,1.4,0.0,0.12594831,0.03,0.5088,0.75,-4.081,0.7605343,0.25,17.275,0.55,-0.04,5.69,0.06942094,0.75,2.66,0.55,5.69,0.55,0.17,12.840109
NVUS,0.5463917,3480000000.0,1.59,0.43,8.9,0.0,0.2,-0.1,0.633,7.0,12.33,0.045899999999999996,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,8.9,2.3,0.0,0.12594831,0.57,0.5088,1.03,0.105,0.7605343,0.25,17.275,0.93,0.01,1.11,0.06942094,1.03,0.9051,0.93,1.11,0.93,0.82,12.840109
PLAY,0.5463917,6800000000.0,1.81,0.19,0.9,0.0,0.0458,-0.06,0.0,7.0,185.06,0.016,0.0,2.92,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,0.8,2.5,0.0,0.12594831,0.01,0.5088,0.75,-4.081,15.587857,0.25,17.275,1.81,-1.08,2.27,0.06942094,0.75,13.01,1.81,2.27,0.55,0.08,12.840109
SALM,0.5463917,1870000000.0,1.6,0.07,0.8,1.77,0.07,-0.01,0.0,8.0,149.8,0.006999999999999999,0.0,0.0,27970000000.0,102.44,0.87,1.3781,1.7558,1.3784999999999998,0.7,2.0,0.0,0.12594831,0.63,2.25,1.09,-4.081,0.7605343,0.65,17.275,1.08,-0.08,1.14,0.06942094,1.09,1.01,1.08,1.14,1.08,0.04,12.840109
SBBP,0.22996521,1550000000.0,1.72,0.9,3.4,0.15,0.2,-0.14,0.16899999999999998,71.0,15.7,0.013999999999999999,0.0,0.14,156740000000.0,102.44,0.22,0.1371,-0.295,-0.2145,3.3,1.4,0.27899999999999997,0.12594831,1.53,2.82,2.3,-2.935,3.5677142,1.43,-5.7551017,3.22,-0.22,3.53,5.9587903,2.3,2.08,3.22,3.53,3.22,1.68,3.1006522
XONE,0.5463917,1150000000.0,2.1,0.0,1.8,0.08,0.46490000000000004,-0.2,0.0,8.0,15.7,0.019,0.1724,0.05,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.0,2.0,0.0,0.12594831,0.01,9.35,14.8,-4.081,0.7605343,3.55,17.275,1.08,-0.42,2.27,4.7884817,14.8,1.01,1.08,2.27,0.55,0.08,12.840109
ACOR,0.5463917,2100000000.0,1.59,0.02,1.1,0.0,0.29,-0.31,-0.258,344.0,12.33,0.002,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,0.9,3.0,-0.32899999999999996,0.121969104,0.04,0.5088,0.75,-3.388,0.7605343,0.25,17.275,0.55,-0.01,2.27,0.06942094,0.75,3.5,0.55,2.27,0.55,0.08,12.840109
ISR,0.5463917,3680000000.0,2.03,0.0,3.5,0.0,0.2,-0.02,0.0,53.0,12.33,0.001,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,3.1,2.0,0.0,0.121969104,0.01,0.5088,0.75,-4.081,0.7605343,0.29,17.275,0.55,-0.04,0.777,0.06942094,0.75,2.66,0.55,0.777,0.55,0.08,12.840109
MOXC,0.5463917,1200000000.0,3.02,0.02,1.3,3.0,0.2,-0.1,0.0,9.0,15.7,0.5816,0.0,0.0,27970000000.0,45.19,0.22,1.3781,1.7558,1.3784999999999998,1.3,2.0,0.0,0.121969104,0.11,1.66,2.28,-4.081,0.7605343,0.5,17.275,2.28,0.01,2.25,51.73491,2.28,1.92,2.28,2.25,2.28,0.22,12.840109
OAS,-0.86616164,20990000000.0,3.79,0.19,1.2,0.0,0.1011,-0.07,-0.258,609.0,12.33,0.015,0.0,0.0,83800000000.0,102.44,0.22,-0.0414,-0.4959,-0.6379,1.1,3.7,-0.6859999999999999,0.121969104,3.05,0.44,0.3,3.371,0.7605343,0.24,-0.6672727,0.55,-0.76,4.08,0.10007097,0.3,0.19,0.55,4.08,0.236,3.97,12.840109
OMP,-0.45132208,1550000000.0,2.03,0.79,1.2,0.0,0.2165,0.42,6.757999999999999,28.0,3.79,0.461,0.0,2.52,27970000000.0,21.75,2.43,0.4797,-0.37689999999999996,-0.2986,1.1,3.4,-0.342,0.121969104,1.89,0.5088,0.55,-4.081,9.475572,2.8,17.275,0.55,-0.04,8.11,0.53941494,0.75,7.42,0.55,8.11,0.55,0.53,12.840109
PED,0.5463917,2230000000.0,1.82,0.16,2.7,0.0,0.2,-0.06,0.0,16.0,15.7,0.125,0.0,0.0,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,2.7,3.0,0.0,0.121969104,0.18,1.11,1.3,-4.081,0.7605343,0.25,17.275,1.26,-0.04,2.27,0.06942094,1.3,1.1,1.26,1.92,1.26,0.08,12.840109
RKDA,0.5463917,1250000000.0,1.59,0.0,3.1,0.26,0.1496,-0.1,0.0,41.0,12.33,0.001,0.0,0.22,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,2.1,1.5,0.0,0.121969104,2.03,3.14,3.63,-1.128,0.7605343,0.35,17.275,4.01,-0.13,4.08,23.802399,3.63,3.1,4.01,4.08,0.55,0.08,12.840109
ADAP,0.5463917,1150000000.0,2.35,0.0,11.9,0.0,0.01,-0.25,-0.077,2.0,149.8,0.001,0.0,0.0,27970000000.0,102.44,0.22,2.3132,0.0604,-0.025099999999999997,11.9,2.4,1.5,0.10953009,6.85,9.35,0.55,-4.081,0.7605343,0.25,17.275,1.81,-11.81,4.08,0.06942094,0.55,2.66,1.81,4.08,0.55,0.08,12.840109
AGRX,0.5463917,1590000000.0,1.4,1.0,13.7,0.0,0.2,-0.18,0.0,15.0,12.33,0.009000000000000001,0.0,0.2,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,13.7,1.6,0.0,0.10953009,0.01,3.45,0.75,-4.081,0.7605343,0.35,17.275,3.81,0.01,4.08,0.06942094,0.75,2.66,3.81,4.08,3.81,0.08,12.840109
ALEC,0.5463917,1190000000.0,1.59,0.0,7.7,0.0,-0.131,-0.55,0.0,25.0,12.33,0.01,0.0,0.0,27970000000.0,102.44,0.22,-0.4754,1.7558,1.3784999999999998,7.7,1.6,0.0,0.10953009,0.04,9.35,0.75,-4.081,0.7605343,0.25,17.275,1.81,0.47,14.07,0.06942094,0.75,2.66,1.81,14.07,0.55,9.4,12.840109
AUTO,0.50709224,1250000000.0,2.56,0.0,1.4,0.51,0.25,-0.1,0.627,171.0,12.33,0.2636,0.0,0.05,44930000000.0,102.44,0.22,0.7286,0.9656999999999999,1.2631999999999999,1.4,1.7,-0.373,0.10953009,0.9,3.4,4.07,-14.782,2.5651429,0.5,-15.636364,4.01,-0.24,3.59,0.4674901,4.07,3.1,4.01,3.59,4.01,0.72,1.5297102
BRY,0.5463917,1550000000.0,2.03,0.0,1.7,0.0,0.15,0.18,0.0,355.0,12.33,0.006999999999999999,0.0,0.5,27970000000.0,102.44,1.29,0.377,1.7558,1.3784999999999998,1.5,2.6,-0.8029999999999999,0.10953009,4.45,0.5088,3.81,-4.081,0.7605343,1.82,17.275,3.9,0.45,4.03,0.06942094,3.81,3.5,3.9,4.03,3.9,0.08,12.840109
CDEV,-0.13684213,10500000000.0,6.71,0.03,0.5,0.4,0.2,-0.21,0.0,2.0,1.77,0.036000000000000004,0.0,0.4,27970000000.0,102.44,0.5,1.3781,-0.1476,1.3784999999999998,0.5,3.2,-0.8029999999999999,0.10953009,1.99,0.5088,0.75,3.32,0.7497059,0.235,-3.1057143,0.57,0.01,2.27,0.06942094,0.75,2.66,0.57,2.27,0.57,0.08,12.840109
CDOR,0.5463917,1550000000.0,2.7,0.31,2.1,0.0,0.15,-0.4,0.0,14.0,12.33,0.022000000000000002,0.0,0.0,34870000000.0,102.44,12.39,1.3781,1.7558,1.3784999999999998,1.1,3.0,0.0,0.10953009,0.03,0.5088,0.55,-4.081,0.7605343,0.25,17.275,0.55,-0.19,4.08,0.79481804,0.55,2.66,0.55,4.08,0.55,1.26,12.840109
CENX,0.5463917,1250000000.0,2.26,2.0,2.1,0.58,0.2,-0.63,0.9390000000000001,2079.0,149.8,0.013999999999999999,-0.25920000000000004,0.47,27970000000.0,102.44,10.05,1.3781,-0.1527,1.3784999999999998,1.0,3.0,-0.15,0.10953009,2.74,0.5088,11.08,47.273,0.7605343,2.91,-159.79999,0.55,-0.14,2.27,0.06942094,11.08,3.5,0.55,2.27,0.55,1.96,6.4681883
CHEF,0.5463917,1040000000.0,2.03,5.41,3.5,1.04,0.212,-0.31,0.0,2.0,78.75,0.001,0.0,0.0,27970000000.0,102.44,9.99,1.3781,1.7558,1.3784999999999998,2.8,2.3,0.0,0.10953009,0.04,0.5088,0.75,-4.081,15.212059,3.55,17.275,1.81,-0.54,1.92,0.06942094,0.75,3.5,1.81,2.27,0.55,2.79,12.840109
CNR,0.5463917,1550000000.0,2.03,0.19,2.6,9.53,0.363,0.3,0.0,28.0,15.72,0.015,0.0,0.0,27970000000.0,102.44,5.39,1.3781,1.7558,0.2805,1.9,2.2,0.0,0.10953009,0.03,0.5088,0.55,-4.081,0.7605343,0.25,17.275,8.26,-0.65,1.92,0.1949585,0.55,6.1,8.26,1.92,0.55,0.08,12.840109
CNTY,-0.21559632,1550000000.0,2.89,1.68,1.0,4.82,0.25,0.07,1.234,2786.0,10.41,0.012,0.0,4.61,162830000000.0,102.44,0.22,0.3233,0.30920000000000003,0.09449999999999999,1.0,2.0,-0.311,0.10953009,2.83,6.3,6.73,21.037,5.8705883,1.01,13.644444,6.73,-0.13,6.84,0.74995196,6.73,6.1,6.73,6.84,6.73,2.79,4.4852176
CPLG,-0.46685606,1550000000.0,2.51,0.19,1.0,1.08,-0.1219,-0.86,0.159,8.0,12.33,0.028999999999999998,0.0,1.08,27970000000.0,102.44,0.22,1.3781,1.7558,1.3784999999999998,1.6,3.0,0.0,0.10953009,0.04,0.5088,0.55,-4.081,5.612353,0.25,-1.7027026,0.55,0.11,4.08,0.06942094,0.75,5.04,0.55,4.08,0.55,0.13,12.840109
