ticker,52W Low_imputed,52WeekChange_imputed,Avg Volume_imputed,Change_imputed,EPS next 5Y_imputed,EPS next Y_imputed,EPS past 5Y_imputed,Insider Own_imputed,Insider Trans_imputed,Inst Trans_imputed,Perf Half Y_imputed,Perf Month_imputed,Perf Week_imputed,Perf YTD_imputed,ROI_imputed,SMA20_imputed,SMA200_imputed,SMA50_imputed,Sales Q/Q_imputed,SandP52WeekChange_imputed,ask_imputed,bid_imputed,dayHigh_imputed,dayLow_imputed,enterpriseToEbitda_imputed,enterpriseToRevenue_imputed,fiftyDayAverage_imputed,fiftyTwoWeekLow_imputed,forwardEps_imputed,forwardPE_imputed,open_imputed,pegRatio_imputed,priceToSalesTrailing12Months_imputed,regularMarketDayHigh_imputed,regularMarketDayLow_imputed,regularMarketOpen_imputed,shortRatio_imputed,trailingEps_imputed,twoHundredDayAverage_imputed,ATR_imputed,Beta_imputed,Cash/sh_imputed,Current Ratio_imputed,Debt/Eq_imputed,EPS next Q_imputed,Employees_imputed,Forward P/E_imputed,LT Debt/Eq_imputed,P/B_imputed,P/E_imputed,P/S_imputed,Quick Ratio_imputed,Recom_imputed,Rel Volume_imputed,Short Ratio_imputed
ACST,0.1437,-0.8817734,5860000000.0,-0.1191,0.2,0.34,-0.162,0.0929,0.0,156400000000.0,-0.4199,-0.6894,0.2353,-0.0885,-0.42100000000000004,-0.038,0.1377,-0.6274000000000001,-0.115,0.11079204,0.44,0.205,0.75,0.4499,-0.79,1.584,0.508,0.18,-0.35,-0.67885715,0.251,0.01,17.238573,0.75,4.21,0.251,0.07,-0.244,0.56108695,0.02,1.59,0.0,0.1,0.0,-0.16,32.0,12.33,0.0,1.72,3.64,0.03,0.1,2.0,0.41,0.19
AHT,-0.0478,-0.9465889,1550000000.0,-0.13449999999999998,0.05,0.43700000000000006,-0.14800000000000002,0.044000000000000004,0.2227,-0.2586,2.5074,-0.20199999999999999,-0.3196,-0.0885,0.025,-0.0741,0.1377,-0.4893,-0.8959999999999999,0.11079204,1.57,1.46,1.72,1.35,-19.88,1.584,3.9562857,1.93,-24.44,-0.06996727,1.72,-0.01,0.019692674,1.72,1.35,1.72,1.94,-38.769,4.554236,0.25,1.59,13.62,1.1,0.0,-15.0,116.0,0.19,0.0,0.4,3.64,0.02,0.8,2.8,0.88,1.44
AIM,1.135,2.1971831,6020000000.0,-0.1063,0.25,0.14,0.44299999999999995,0.005,0.1335,2.61,2.5074,-0.1429,0.2353,-0.0885,-0.632,-0.0741,0.1195,1.4875999999999998,0.379,0.11079204,2.25,2.2,2.49,1.97,-4.817,1.584,2.3054285,0.38,-0.23,-2.03,2.4,-0.23,17.238573,2.49,1.97,2.4,0.66,-5.873,4.554236,0.17,1.59,0.92,42.2,0.05,-0.08,31.0,0.19,0.04,1.45,3.64,424.14,42.2,2.0,0.13,0.36
ALT,1.135,-0.16000003,1240000000.0,-0.114,0.2,0.0,0.13,0.002,1.285,0.8737,2.5074,-0.4302,0.2353,-0.0885,0.025,-0.0741,0.1377,1.4875999999999998,-0.563,0.11079204,2.25,12.75,14.8,4.21,-19.88,1.584,3.9562857,0.25,-0.23,3.180203,14.37,0.01,17.238573,14.8,4.21,14.37,0.17,-0.514,4.554236,1.24,1.59,2.44,17.9,0.01,-0.76,25.0,3.35,0.0,2.78,3.64,0.16,17.9,2.0,0.35,0.43
AMPE,1.135,-0.16000003,1190000000.0,-0.1547,0.2,0.0,-0.162,0.001,0.0,156400000000.0,1.3519999999999999,-0.1429,0.2353,0.4499,-0.42100000000000004,-0.2218,0.1377,0.004699999999999999,0.0,0.11079204,0.44,0.8,14.8,4.21,-19.88,1.584,3.9562857,0.26,-0.09,-0.6744681,0.99,0.01,17.238573,14.8,4.21,0.99,0.17,-0.045,4.554236,0.08,2.03,0.03,2.7,0.0,-0.02,7.0,12.33,0.0,0.4,3.64,0.15,2.7,2.0,0.4,0.04
APM,1.135,-0.16000003,1380000000.0,-0.1056,0.2,0.016,-0.162,0.3766,0.0,-0.2926,2.5074,-0.1429,0.2353,-0.0885,-1.03,-0.0741,0.1377,-0.2441,0.365,0.11079204,1.58,1.45,1.72,4.21,-19.88,1.584,2.516,1.16,-0.62,-0.6744681,1.58,0.01,71.5304,1.72,4.21,1.58,0.58,-0.536,4.554236,0.85,1.59,0.13,2.0,0.01,-0.29,36.0,0.19,0.01,4.32,3.64,161.64,2.0,2.0,1.39,0.03
APT,1.135,-0.16000003,2690000000.0,-0.114,0.15,0.0,0.092,0.002,-0.6114999999999999,0.8737,2.5074,-0.1429,0.2353,-0.0885,-0.03,-0.0064,0.1377,1.4875999999999998,0.0,0.11079204,2.25,9.29,14.8,3.5,-19.88,2.833,15.379429,1.5,-0.23,-0.6744681,5.15,0.5,17.238573,14.8,3.5,5.15,0.08,-0.045,4.554236,0.99,1.59,0.0,2.1,0.0,0.46,8.0,5.67,0.0,0.4,16.66,2.93,3.2,1.0,0.36,1.33
AQB,1.135,0.7824428,3680000000.0,-0.1349,0.2,0.0,0.154,0.003,0.0,0.8737,2.5074,-0.1429,0.2353,-0.0885,-0.03,-0.0741,0.1377,1.4875999999999998,0.0,0.11079204,0.44,4.13,14.8,4.21,-19.88,1.584,3.9562857,0.25,-0.23,-0.6744681,5.15,0.01,17.238573,14.8,4.21,5.15,0.42,-0.045,4.554236,0.42,1.11,0.0,6.7,0.14,-0.08,7.0,0.19,0.14,0.4,3.64,0.15,5.5,1.7,0.32,0.52
ASM,1.135,-0.16000003,2230000000.0,-0.114,0.2,0.0,-0.162,0.006999999999999999,0.0,0.0361,2.5074,-0.1429,0.2353,-0.0885,-0.062,-0.17350000000000002,0.1377,-0.1555,0.0,0.11079204,0.941,0.8,1.02,4.21,-19.88,1.584,3.9562857,0.26,-0.23,6.2206664,5.15,0.01,17.238573,1.02,4.21,5.15,0.3,-0.045,4.554236,0.07,1.59,0.11,2.9,0.09,0.01,2.0,10.19,0.02,0.4,3.64,0.15,2.4,2.0,0.64,0.04
AVDL,1.135,0.34792614,1550000000.0,-0.106,0.15,0.0,-0.162,0.005,0.0,156400000000.0,2.5074,-0.34299999999999997,0.2353,-0.0885,-0.23199999999999998,-0.2218,0.1377,1.4875999999999998,0.0,0.11079204,0.44,0.8,14.8,4.21,-19.88,1.584,7.122286,0.25,-1.22,-0.6744681,5.15,0.01,17.238573,14.8,4.21,5.15,0.17,0.432,8.054855,0.41,1.39,0.19,10.3,0.0,-0.25,50.0,12.33,0.0,0.4,3.64,0.15,10.3,1.4,0.46,7.43
BLNK,1.135,-0.16000003,1550000000.0,-0.114,0.2,0.0,-0.162,0.002,0.0526,-0.0958,2.5074,-0.1429,0.2353,3.1505,-0.038,-0.0741,0.1377,1.4875999999999998,0.0,0.11079204,0.44,1.01,14.8,4.21,-19.88,1.584,8.538286,0.25,-0.28,-0.6744681,5.15,0.01,56.290577,14.8,4.21,5.15,0.53,-0.045,4.554236,0.93,2.7,0.13,1.6,0.17,-0.1,7.0,0.19,0.09,0.4,3.64,0.15,1.1,2.5,0.23,0.04
BOXL,3.3333,-0.16000003,3680000000.0,-0.114,0.2,0.0,-0.162,0.006,0.0,0.0645,2.5074,-0.1429,0.2353,-0.0885,-0.038,0.0556,0.1377,1.4875999999999998,0.0,0.11079204,0.44,0.8,1.65,4.21,-19.88,1.584,1.7925714,0.25,-0.23,-0.6744681,1.62,0.01,17.238573,1.65,4.21,1.62,0.08,-0.045,4.554236,0.19,1.59,0.12,1.3,0.0,-0.02,68.0,0.19,0.12,0.4,3.64,0.15,1.1,1.7,0.16,0.08
BSGM,1.135,-0.34306568,1550000000.0,-0.113,0.2,1.263,0.062,0.08800000000000001,0.0045000000000000005,0.5141,2.5074,-0.1429,0.2353,-0.08779999999999999,-0.703,-0.3635,0.0253,-0.38170000000000004,0.0,0.11079204,0.44,4.8,14.8,5.31,-19.88,1.584,7.561143,2.36,0.59,-0.6744681,5.15,0.01,17.238573,14.8,5.31,5.15,5.21,-2.134,7.638406,0.59,1.54,1.29,10.7,0.0,-0.45,33.0,9.15,0.0,4.32,3.64,0.19,10.5,2.0,0.49,4.32
BTU,1.135,-0.7384923,2000000000.0,-0.102,0.2,0.856,0.445,0.015,-0.0323,0.0027,2.5074,-0.1429,0.2353,-0.614,0.004,-0.0741,0.1377,0.2141,-0.455,0.11079204,2.45,3.45,3.44,3.51,-19.88,0.32,3.9562857,2.27,-2.75,-0.8872728,3.35,0.01,17.238573,3.44,3.51,3.35,4.59,-20.757,3.1222465,0.28,1.4,9.42,2.0,1.71,-0.92,6600.0,0.19,1.7,0.21,3.64,0.05,1.6,3.0,2.13,4.15
CLSK,1.135,-0.16000003,1550000000.0,-0.14029999999999998,0.2,0.0,-0.162,0.001,0.0,0.8737,2.5074,-0.0542,0.2353,-0.0885,-0.062,-0.0741,0.1377,-0.1217,1.8330000000000002,0.11079204,0.44,11.66,14.8,4.21,-19.88,1.584,10.517428,0.97,-0.23,-23.04,12.85,0.01,17.238573,14.8,4.21,12.85,0.08,-0.045,4.554236,0.19,1.59,0.15,4.5,0.04,-0.27,5.0,0.19,0.04,0.4,3.64,0.15,1.3,2.0,0.53,0.43
CLVS,1.0375,-0.16000003,1550000000.0,-0.10220000000000001,0.6609999999999999,-0.36590000000000006,-0.095,0.004,-0.0702,156400000000.0,2.5074,-0.1429,-0.2262,-0.42729999999999996,-0.42100000000000004,-0.0741,0.1377,0.013000000000000001,0.0,0.11079204,0.44,5.51,6.97,4.21,-19.88,1.584,3.9562857,0.25,-0.23,-0.6744681,2.4,-0.02,17.238573,6.97,4.21,2.4,0.08,-0.045,6.6167393,0.43,1.59,0.19,2.9,0.0,-0.06,103.0,12.33,0.0,0.4,3.64,0.15,2.6,3.3,0.32,0.04
CNST,1.9318,-0.16000003,1060000000.0,-0.1186,0.2,0.0,-0.162,0.129,0.0,-0.019799999999999998,2.5074,-0.20199999999999999,0.2353,-0.0885,-0.303,-0.0741,0.1377,-0.2441,0.0,0.11079204,0.44,1.03,19.83,4.21,-19.88,1.584,3.9562857,0.25,-0.23,-0.6744681,19.79,0.01,17.238573,19.83,4.21,19.79,0.07,-0.217,30.47855,1.6,1.59,0.0,19.2,0.06,-0.1,2.0,12.33,0.0,2.57,3.64,0.15,19.2,2.1,0.4,0.04
DSS,1.135,-0.16000003,1550000000.0,-0.114,0.2,0.0,-0.162,0.001,0.0,0.0645,-0.35350000000000004,-0.1429,0.2353,-0.5042,-0.42100000000000004,-0.2218,0.1377,1.4875999999999998,0.0,0.11079204,4.75,4.5,14.8,4.21,-19.88,1.066,3.9562857,1.5,0.14,-0.6744681,5.19,0.01,17.238573,14.8,4.21,5.19,0.24,-0.045,4.554236,0.41,1.11,1.35,4.3,0.19,-0.19,103.0,32.57,0.17,0.48,3.64,1.37,3.7,2.0,0.13,0.21
EQ,1.135,-0.16000003,2820000000.0,-0.1109,0.2,0.0,-0.162,0.002,-0.1807,0.8737,2.5074,-0.1085,0.2353,-0.0885,-0.42100000000000004,-0.0483,0.1377,1.4875999999999998,0.0,0.11079204,0.44,5.51,14.8,4.21,-19.88,1.584,3.9562857,0.25,-1.63,-0.6744681,5.15,0.01,17.238573,14.8,4.21,5.15,0.04,-0.045,5.1837683,0.53,1.59,1.73,13.0,0.0,-0.4,22.0,12.33,0.32,0.4,3.64,0.15,13.0,1.2,0.05,0.21
EVGN,1.135,-0.16000003,1250000000.0,-0.114,0.2,0.0,0.13,0.001,0.0,0.8737,2.5074,-0.1429,0.2353,-0.0885,-0.038,-0.038,0.1377,0.7272,0.0,0.11079204,2.98,3.52,3.44,4.21,-19.88,111.129,3.9562857,0.75,0.45,6.466667,3.35,0.01,17.238573,3.44,4.21,3.35,0.08,-0.244,4.554236,0.53,1.59,0.0,1.0,0.0,-0.08,2.0,12.33,0.0,0.21,3.64,210.56,1.2,3.0,0.69,0.08
EXK,1.135,-0.16000003,6010000000.0,-0.114,0.2,0.0,-0.162,0.024,0.0,-0.0171,2.5074,-0.1429,0.2353,-0.0885,-0.03,-0.038,0.1377,1.4875999999999998,-0.28600000000000003,0.11079204,3.36,3.13,14.8,4.21,-32.07,0.772,3.9562857,1.5,-0.25,-0.6744681,3.52,0.01,17.238573,14.8,4.21,3.52,0.76,-0.045,4.554236,0.21,1.55,0.19,3.1,0.09,0.04,7.0,13.92,0.06,0.4,3.64,0.03,2.5,2.4,0.69,0.66
FI,1.135,-0.16000003,1550000000.0,-0.1566,0.2,0.19399999999999998,-0.247,0.036000000000000004,-0.1818,0.0645,2.5074,-0.3211,0.2353,-0.0885,-0.292,-0.0741,-0.4275,0.004699999999999999,-0.447,0.11079204,1.69,1.68,2.28,1.59,14.901,0.583,3.9562857,1.66,-0.25,-0.6744681,2.28,0.13,17.238573,2.28,1.59,2.28,3.27,-1.388,4.554236,0.16,1.37,0.0,3.8,0.0,-0.08,3100.0,0.19,0.0,0.56,3.64,0.77,3.1,2.6,0.79,1.81
FLDM,1.135,-0.16000003,1550000000.0,-0.114,-0.0806,0.271,-0.162,0.008,0.0,-0.0171,2.5074,-0.1195,0.2353,-0.0885,-0.038,-0.0741,0.701,1.4875999999999998,0.0,0.11079204,0.44,7.4,14.8,4.21,-14.079,1.584,3.9562857,0.25,-0.51,-0.6744681,5.15,1.27,4.875559,14.8,4.21,5.15,0.08,-0.045,4.554236,0.73,1.11,0.0,2.0,0.41,-0.2,7.0,0.19,0.41,0.4,3.64,0.15,1.6,1.7,0.21,0.01
FLUX,1.135,0.42857146,1550000000.0,-0.1383,0.2,0.0,-0.162,0.011000000000000001,0.0,156400000000.0,2.5074,-0.1429,0.2353,-0.0885,-0.42100000000000004,-0.0782,0.1377,-0.2241,1.8330000000000002,0.11079204,0.44,0.8,0.75,4.21,-19.88,1.584,3.9562857,0.25,-0.23,-0.6744681,5.15,0.01,17.238573,0.75,4.21,5.15,0.04,-0.045,4.554236,0.11,0.45,0.07,0.6,0.0,-0.06,103.0,12.33,0.0,0.4,3.64,5.68,0.3,2.0,0.32,0.02
FRAN,0.4647,-0.7137681,1550000000.0,-0.1075,0.1,-0.36590000000000006,-0.24100000000000002,0.0567,0.0,0.0433,0.4451,-0.26539999999999997,-0.24280000000000002,-0.6199,-0.436,-0.0741,-0.3807,1.4875999999999998,-0.28600000000000003,0.11079204,2.96,3.53,2.85,3.5,-32.07,0.72,3.9562857,1.7,-0.25,-0.6744681,3.01,0.01,0.023902006,2.85,3.5,3.01,2.44,-10.405,3.987971,0.4,2.51,6.43,0.6,0.85,-0.08,1159.0,0.19,0.0,0.59,3.64,0.03,0.4,3.0,0.19,0.96
FSM,1.135,1.0230548,4540000000.0,-0.12960000000000002,0.2,0.0,-0.162,0.008,0.0,0.8737,2.5074,-0.0033,0.2353,-0.0885,-0.42100000000000004,-0.2218,0.1377,-0.32630000000000003,-0.115,0.11079204,0.44,6.07,14.8,4.21,-19.88,0.905,3.9562857,1.47,0.33,-0.6744681,5.15,0.01,17.238573,14.8,4.21,5.15,0.04,-0.217,4.554236,0.4,2.89,0.0,1.0,0.0,0.1,8.0,21.21,0.0,0.4,7000.0,0.15,1.3,3.0,0.83,0.04
GAN,1.135,-0.16000003,1550000000.0,-0.1026,0.2,2.062,-0.162,0.001,0.0,0.8737,2.5074,0.020099999999999996,-0.08800000000000001,-0.0885,-0.03,-0.038,0.07769999999999999,-0.1217,0.0,0.11079204,0.44,14.61,14.8,1.51,-19.88,11.985,3.9562857,1.5,-0.23,-0.6744681,5.15,0.01,17.238573,14.8,1.51,5.15,0.04,1.76,4.554236,1.38,1.59,0.0,1.0,0.0,0.02,136.0,107.29,0.0,0.4,3.64,3.92,1.3,2.0,0.6,0.04
GLBS,-0.0231,-0.16000003,1550000000.0,-0.114,0.2,-0.258,-0.226,0.46240000000000003,0.0,156400000000.0,-0.7834,-0.1429,0.006500000000000001,-0.8743000000000001,-0.6970000000000001,-0.131,0.1377,1.4875999999999998,0.0,0.11079204,0.44,0.8,14.8,4.21,-19.88,1.584,3.9562857,0.1,-0.23,-0.6744681,0.121,0.01,17.238573,14.8,0.12,0.121,0.26,-0.045,4.554236,0.01,0.89,0.1,2.2,1.74,-0.06,103.0,0.19,1.6,0.06,3.64,1.69,2.2,3.0,0.48,0.24
GLNG,1.6078999999999999,-0.16000003,1200000000.0,-0.1066,0.15,1.077,-0.307,0.465,0.0,-0.049100000000000005,2.5074,-0.1429,0.2353,-0.2869,0.015,0.0951,0.1377,0.0663,0.057,0.11079204,7.09,9.29,13.3,4.21,13.197,8.087,10.205588,4.54,0.05,197.33334,11.35,0.03,1.2813916,13.3,4.21,11.35,6.02,-3.255,7.9718843,0.88,0.91,1.36,0.2,2.11,-0.07,1647.0,149.8,1.12,0.57,3.64,1.57,0.2,1.5,0.55,4.34
GNCA,1.135,-0.16000003,1250000000.0,-0.114,0.2,0.0,0.364,0.002,0.0,-0.0232,2.5074,-0.1429,0.2353,-0.0885,0.025,-0.0741,0.1377,-0.2263,0.0,0.11079204,2.25,2.3,14.8,4.21,-19.88,1.584,3.9562857,1.1,-0.96,-0.6744681,2.4,0.01,17.238573,14.8,4.21,2.4,0.08,-0.045,4.554236,0.18,2.47,0.77,1.1,0.0,-0.24,59.0,0.19,0.0,0.4,3.64,0.03,1.1,1.4,0.13,0.01
GP,1.135,-0.16000003,1060000000.0,-0.1082,0.2,-0.536,-0.162,0.001,0.0,0.8737,2.5074,-0.12119999999999999,0.2353,6.669700000000001,1.8419999999999999,-0.038,0.1377,0.09519999999999999,-0.073,0.11079204,10.09,11.01,14.8,9.5,-19.88,0.905,3.9562857,1.5,-0.23,-0.6744681,1.81,0.01,17.238573,14.8,9.5,1.81,0.24,1.76,4.554236,0.11,4.95,0.0,1.0,0.0,-0.08,2.0,12.33,0.0,12.82,3.64,3.92,1.3,2.0,0.96,0.57
GPL,1.135,-0.16000003,1550000000.0,-0.11789999999999999,0.2,3.0,-0.162,0.002,0.0,0.0361,2.5074,-0.1429,-0.187,-0.0885,-0.42100000000000004,-0.0741,0.1377,1.4875999999999998,-0.304,0.11079204,0.44,0.8,0.75,4.21,-19.88,1.317,3.9562857,0.23,-0.23,-0.6744681,5.15,0.01,1.1622301,0.75,4.21,5.15,0.56,-0.045,4.554236,0.05,1.92,0.0,1.1,0.81,0.04,103.0,4.09,0.0,0.4,3.64,0.49,0.8,2.3,0.28,0.72
HTBX,1.135,-0.16000003,1190000000.0,-0.10640000000000001,0.2,0.0,-0.162,0.0604,0.0,0.1796,2.5074,-0.1429,0.2353,-0.0885,-0.365,-0.2833,0.1377,1.4875999999999998,1.0,0.11079204,0.44,1.01,14.8,4.21,-9.324,1.584,1.4654286,0.2,-0.22,-5.7272725,1.81,0.01,56.502758,14.8,4.21,1.81,0.43,-0.045,4.554236,0.11,1.59,0.31,7.7,0.01,-0.04,36.0,0.19,0.0,0.4,3.64,0.15,7.7,2.0,0.07,0.23
IBIO,39.6,3.1272726,1550000000.0,-0.1057,0.2,0.5479999999999999,-0.10099999999999999,0.008,0.0,0.7797,2.5074,-0.1429,0.2353,-0.0885,0.025,-0.0741,0.1377,0.004699999999999999,-0.8,0.11079204,0.44,0.8,2.25,2.03,-19.88,222.546,3.9562857,0.25,-0.28,-7.25,2.4,0.01,269.65915,2.25,2.03,2.4,0.46,-0.975,4.554236,0.16,1.59,0.06,1.7,8.4,-0.05,7.0,0.19,8.03,0.4,3.64,273.74,1.7,2.0,0.16,0.65
IDEX,1.135,-0.16000003,1190000000.0,-0.114,0.2,0.0,-0.162,0.003,0.0,156400000000.0,0.1859,-0.1429,-0.24989999999999998,-0.0885,-0.038,-0.2218,0.1377,1.4875999999999998,0.0,0.11079204,0.82,0.8,0.9,0.81,-19.88,1.584,3.9562857,0.25,-0.23,-0.6744681,0.9,0.01,17.238573,0.9,0.81,0.9,1.96,-0.045,4.554236,0.09,1.59,0.15,1.5,0.15,-0.14,60.0,0.19,0.0,0.4,3.64,0.03,1.3,3.0,0.34,0.04
ISEE,4.5746,-0.16000003,1550000000.0,-0.11710000000000001,0.2,0.0,0.13,0.003,0.0,0.8737,0.512,-0.1085,0.2353,-0.0885,0.059000000000000004,-0.2218,0.1377,1.4875999999999998,0.0,0.11079204,0.44,5.15,14.8,5.04,-2.928,1.584,3.9562857,1.5,-0.23,-0.6744681,5.15,0.01,17.238573,14.8,5.04,5.15,0.17,-0.045,4.334094,0.37,2.03,0.0,21.1,0.0,-0.22,8.0,12.33,0.0,1.48,3.64,0.15,21.1,1.7,0.15,0.04
JE,1.135,-0.86,2280000000.0,-0.1073,0.2,-0.536,-0.162,0.42979999999999996,0.0,156400000000.0,-0.9813,-0.12119999999999999,-0.9601999999999999,-0.8963,-0.42100000000000004,-0.2218,0.1377,-0.09720000000000001,-0.115,0.11079204,0.2645,0.315,0.75,4.21,-2.722,0.905,3.9562857,0.24,0.52,0.5209616,0.251,0.01,0.3934893,0.75,4.21,0.251,0.48,1.76,4.554236,2.63,1.59,0.0,0.1,0.0,0.15,880.0,12.33,0.0,0.21,3.64,0.03,0.1,1.7,33.71,0.11
JMIA,1.135,-0.16000003,1550000000.0,-0.114,0.2,0.0,-0.162,0.002,0.0,-0.0171,2.5074,-0.1429,0.2353,-0.0885,-0.062,-0.2218,0.1201,0.004699999999999999,-0.11,0.11079204,0.44,7.3,14.8,4.21,-19.88,1.584,3.9562857,0.25,-1.76,-4.125,5.15,0.01,17.238573,14.8,4.21,5.15,0.17,-0.045,4.554236,0.85,1.59,0.0,2.6,0.05,-0.6,7.0,12.33,0.0,0.4,3.64,0.03,2.5,3.0,0.55,0.04
KODK,4.9533,-0.16000003,31020000000.0,-0.1106,-0.12,0.0,0.033,0.106,0.0296,0.076,2.5074,0.461,0.6138,-0.0885,-0.633,0.5031,0.1377,1.4875999999999998,-0.08199999999999999,0.11079204,0.44,0.8,14.8,4.21,9.621,1.584,8.546,1.5,-0.23,-0.6744681,5.15,0.01,17.238573,14.8,4.21,5.15,0.62,-4.683,4.554236,1.09,6.17,2.37,2.1,0.0,-0.1,4922.0,0.19,0.0,0.4,3.64,0.68,1.3,2.0,1.22,0.52
KOS,1.135,-0.16000003,1550000000.0,-0.11019999999999999,0.23800000000000002,0.606,-0.17,0.006999999999999999,0.0,-0.0083,2.5074,-0.1429,0.2353,-0.0885,0.025,-0.0741,0.1377,-0.2441,0.0,0.11079204,1.07,0.8,1.2,1.05,-19.88,1.584,3.9562857,0.5,-0.28,-0.6744681,5.15,-0.07,17.238573,1.2,1.05,5.15,4.25,-0.635,4.554236,0.11,1.59,0.43,1.1,0.0,-0.18,6600.0,0.19,4.64,0.4,3.64,0.39,0.8,2.4,0.57,0.04
LAC,1.135,-0.16000003,1550000000.0,-0.114,0.2,0.0,-0.162,0.3737,0.0,0.8737,2.5074,0.020099999999999996,-0.21739999999999998,-0.0885,-0.365,-0.2218,0.1377,-0.3011,0.625,0.11079204,7.11,6.45,14.8,4.21,-19.88,1.584,3.9562857,1.92,-0.23,-0.6744681,1.81,0.01,17.238573,14.8,4.21,2.3,0.04,1.76,4.554236,1.49,1.59,0.0,1.0,0.0,-0.1,2.0,12.33,0.0,12.82,30.99,3.92,1.3,2.0,0.28,0.04
LXU,1.135,-0.16000003,1550000000.0,-0.114,0.12,0.0,-0.168,0.012,0.0,0.0645,2.5074,-0.4171,-0.1371,-0.0885,-0.025,-0.17559999999999998,0.1377,1.4875999999999998,0.0,0.11079204,1.76,0.8,14.8,1.64,-19.88,1.584,1.9702858,0.25,-0.23,-0.6744681,1.94,-0.06,17.238573,14.8,1.64,1.94,0.71,-38.769,4.554236,0.18,3.2,0.0,1.7,0.0,-0.93,2.0,0.19,2.35,0.3,3.64,0.19,1.6,3.0,1.34,1.33
MAG,1.135,-0.16000003,1360000000.0,-0.1109,0.2,0.0,0.13,0.002,0.0,0.8737,2.5074,-0.1429,0.2353,-0.0885,-0.062,-0.1247,0.0253,-0.1217,0.0,0.11079204,0.44,12.4,14.8,4.21,-19.88,1.584,3.9562857,1.5,-0.07,-0.6744681,5.15,0.01,17.238573,14.8,4.21,2.4,0.04,-0.244,4.554236,0.95,1.37,0.93,116.5,0.0,-0.01,8.0,42.86,0.0,0.4,3.64,0.14,116.5,2.0,0.72,0.04
MICT,1.135,-0.16000003,1240000000.0,-0.2,0.2,0.871,-0.015,0.233,-0.2645,-0.0171,2.5074,0.2968,0.2353,-0.0885,-0.703,-0.038,0.1377,-0.0408,0.0,0.11079204,4.16,3.52,14.8,4.7,-19.88,1.584,4.5137143,0.38,-0.04,-96.25,5.15,0.01,17.238573,14.8,4.7,5.15,0.17,-0.327,2.177145,0.67,1.35,0.74,1.1,2.16,-0.1,53.0,12.33,0.0,9.0,3.64,0.03,0.9,2.0,0.22,0.35
MUR,0.9356,-0.16000003,3860000000.0,-0.113,0.2,-0.145,-0.408,0.011000000000000001,-0.0064,-0.09970000000000001,2.5074,-0.40590000000000004,0.2353,-0.0885,0.05,-0.0741,-0.4324,1.4875999999999998,-0.847,0.11079204,9.35,0.8,14.8,8.71,-19.88,1.584,3.9562857,4.5,-0.83,-0.6744681,5.15,0.5,17.238573,14.8,3.5,5.15,9.28,1.827,4.554236,0.68,3.35,0.96,1.1,0.0,-0.19,2.0,0.19,0.65,0.29,3.64,0.49,1.0,2.9,0.32,4.5
NAOV,1.135,-0.16000003,3910000000.0,-0.114,0.2,0.0,0.396,0.1119,0.0,0.0241,2.5074,-0.1429,0.2353,-0.0885,-4.171,0.5791,0.1377,1.4875999999999998,0.0,0.11079204,0.44,0.8,1.07,4.21,-1.648,15.449,3.9562857,0.535,-0.81,-1.0632099,5.15,0.01,17.238573,1.07,4.21,5.15,0.24,-0.615,4.554236,0.11,-0.45,0.0,0.6,0.0,-0.1,10.0,12.33,0.0,0.4,3.64,14.79,0.5,2.0,0.17,0.02
NBLX,1.135,-0.16000003,1550000000.0,-0.114,-0.0834,-0.36590000000000006,-0.162,0.008,0.0,156400000000.0,2.5074,-0.0264,0.2353,-0.0885,0.025,-0.0741,0.1377,1.4875999999999998,0.0,0.11079204,0.44,0.8,14.8,4.21,6.928,1.584,3.9562857,1.81,0.11,-0.6744681,7.64,0.01,17.238573,14.8,4.21,7.64,1.28,-0.045,4.554236,0.41,2.03,0.14,1.3,0.0,0.56,28.0,4.31,0.0,0.4,3.9,0.97,1.3,3.0,1.25,0.04
NEX,1.21,-0.58557045,1230000000.0,-0.10529999999999999,0.2,0.203,-0.142,0.017,0.0,-0.0241,0.0728,-0.2107,-0.12300000000000001,-0.6701,-0.069,-0.24309999999999998,-0.37939999999999996,-0.1509,-0.541,0.11079204,1.74,1.68,2.44,2.17,2.679,0.33,2.5,0.25,-0.23,-0.6744681,1.88,0.01,0.26373136,2.44,2.17,1.88,4.64,-0.045,2.3232608,0.19,3.4,1.65,2.5,0.48,-0.39,6525.0,0.19,0.47,0.64,3.64,0.24,2.3,2.3,1.19,2.94
NEXT,1.135,-0.16000003,1550000000.0,-0.18030000000000002,0.006,0.14800000000000002,-0.162,0.002,0.0,0.0141,2.5074,-0.1429,0.2353,-0.4023,-0.42100000000000004,-0.038,-0.37329999999999997,1.4875999999999998,0.0,0.11079204,2.98,1.91,3.81,4.21,-32.07,1.584,1.9694285,1.115,-0.23,-0.6744681,3.81,0.01,17.238573,3.81,4.21,3.81,5.14,-0.317,4.554236,0.47,-0.12,0.29,2.1,0.0,-0.06,74.0,0.19,0.0,4.45,3.64,0.03,1.2,3.1,0.19,1.04
